option,year,employmentChange,lowEnd,highEnd
2026_13_0_1,2020,-0.006762500000002775,1.6717547246832053e-4,-0.01656982623699465
2026_13_0_2,2020,-0.006762500000002775,1.7350815690247347e-4,-0.01718541451735029
2026_13_0_3,2020,-0.006762500000002775,1.751143267833668e-4,-0.017361766143376207
2026_13_1_1,2020,-0.008762500000002773,2.2611222668704887e-4,-0.02160498538441389
2026_13_1_2,2020,-0.009762500000002774,2.321235832307969e-4,-0.022429524353839984
2026_13_1_3,2020,-0.009762500000002774,2.3366902655039962e-4,-0.022628259495797318
2026_13_2_1,2020,-0.012762500000002773,3.052132744385191e-4,-0.032490494076534086
2026_13_2_2,2020,-0.013762500000002774,3.131512603258449e-4,-0.03358113976641122
2026_13_2_3,2020,-0.013762500000002774,3.1518856820205907e-4,-0.033857946542341866
2026_14_0_1,2020,-0.009762500000002774,2.2794794150919137e-4,-0.022492204451815816
2026_14_0_2,2020,-0.009762500000002774,2.3543130506940152e-4,-0.02322796281551821
2026_14_0_3,2020,-0.009762500000002774,2.373103892060934e-4,-0.023450927760148642
2026_14_1_1,2020,-0.011762500000002774,2.900687278292337e-4,-0.02852762332880171
2026_14_1_2,2020,-0.012762500000002773,2.971954817006293e-4,-0.029489139228380912
2026_14_1_3,2020,-0.012762500000002773,2.98986491182335e-4,-0.0297411434617297
2026_14_2_1,2020,-0.016762500000002775,3.7624059888839663e-4,-0.040014563940455466
2026_14_2_2,2020,-0.016762500000002775,3.8544056205811627e-4,-0.04143648218831426
2026_14_2_3,2020,-0.016762500000002775,3.8880272986107457e-4,-0.04175142444601903
2026_15_0_1,2020,-0.012200000000001864,3.067243264858577e-4,-0.02995840622997592
2026_15_0_2,2020,-0.012200000000001864,3.135260093938309e-4,-0.03087256949935663
2026_15_0_3,2020,-0.013200000000001865,3.152254563526438e-4,-0.031119646023644833
2026_15_1_1,2020,-0.015200000000001865,3.6409151542125573e-4,-0.03696363369426844
2026_15_1_2,2020,-0.015200000000001865,3.7214311043057925e-4,-0.037977029669361215
2026_15_1_3,2020,-0.015200000000001865,3.7410477218549886e-4,-0.03826827278998609
2026_15_2_1,2020,-0.020200000000001866,5.207752823685724e-4,-0.04926885686449796
2026_15_2_2,2020,-0.020200000000001866,5.347232106440397e-4,-0.05083305137867992
2026_15_2_3,2020,-0.020200000000001866,5.381448043357169e-4,-0.05121450765779669
2027_10_0_1,2020,-0.0017250000000121877,2.175847192076936e-7,-0.004192330505415915
2027_10_0_2,2020,-0.0017250000000121877,1.965292048335469e-5,-0.0044169017767796285
2027_10_0_3,2020,-0.0017250000000121877,2.009354847489912e-5,-0.00448939278482481
2027_10_1_1,2020,-0.0027250000000121877,6.261880966603424e-5,-0.006456578897970637
2027_10_1_2,2020,-0.0027250000000121877,6.602756532460996e-5,-0.006778352196065179
2027_10_1_3,2020,-0.0027250000000121877,6.689253235495247e-5,-0.006882611524335455
2027_10_2_1,2020,-0.004725000000012188,1.2321529777286643e-4,-0.013249169749297967
2027_10_2_2,2020,-0.005725000000012188,1.250605147749349e-4,-0.013868726166446362
2027_10_2_3,2020,-0.005725000000012188,1.2559870769650238e-4,-0.01396962485465744
2027_11_0_1,2020,-0.0027250000000121877,5.642331791564461e-5,-0.006766217730589832
2027_11_0_2,2020,-0.0027250000000121877,5.956838042151912e-5,-0.007157631946488248
2027_11_0_3,2020,-0.0027250000000121877,6.040943427435519e-5,-0.007258121630837769
2027_11_1_1,2020,-0.0037250000000121877,8.765821732761484e-5,-0.009565876724850387
2027_11_1_2,2020,-0.0037250000000121877,9.236602926948374e-5,-0.010065224191504987
2027_11_1_3,2020,-0.0037250000000121877,9.36240873540197e-5,-0.01017681106422451
2027_11_2_1,2020,-0.006725000000012188,1.5966860593289678e-4,-0.017302561825932337
2027_11_2_2,2020,-0.006725000000012188,1.6450466032320437e-4,-0.01799592376187537
2027_11_2_3,2020,-0.006725000000012188,1.6577022935943984e-4,-0.018210501951593863
2027_12_0_1,2020,-0.0037250000000121877,8.757933771688994e-5,-0.00961391412993746
2027_12_0_2,2020,-0.0037250000000121877,9.24761321782906e-5,-0.010064595979187983
2027_12_0_3,2020,-0.0037250000000121877,9.395807887186807e-5,-0.010177333491187194
2027_12_1_1,2020,-0.005725000000012188,1.277411956411276e-4,-0.01314984756420463
2027_12_1_2,2020,-0.005725000000012188,1.3327968934424524e-4,-0.013769764583742319
2027_12_1_3,2020,-0.005725000000012188,1.346976861598127e-4,-0.013920805856674696
2027_12_2_1,2020,-0.008725000000012187,1.998377078603622e-4,-0.021563639035136063
2027_12_2_2,2020,-0.008725000000012187,2.0770111139536873e-4,-0.022482688089333316
2027_12_2_3,2020,-0.008725000000012187,2.0982064134064465e-4,-0.022718226711134985
2027_13_0_1,2020,-0.005762500000002775,1.29420159480051e-4,-0.013338248177685719
2027_13_0_2,2020,-0.005762500000002775,1.3460603332651188e-4,-0.013927371613040796
2027_13_0_3,2020,-0.005762500000002775,1.3587302045340961e-4,-0.014083190715779204
2027_13_1_1,2020,-0.007762500000002775,1.805743382245289e-4,-0.01751331416055658
2027_13_1_2,2020,-0.007762500000002775,1.8583168993857406e-4,-0.018195753085403894
2027_13_1_3,2020,-0.007762500000002775,1.8704535635747296e-4,-0.018369967091944415
2027_13_2_1,2020,-0.010762500000002773,2.512835797924854e-4,-0.027009580185153703
2027_13_2_2,2020,-0.011762500000002774,2.6194609476348774e-4,-0.027835167963842007
2027_13_2_3,2020,-0.011762500000002774,2.646700757032993e-4,-0.028068502759276845
2027_14_0_1,2020,-0.006762500000002775,1.769308121743227e-4,-0.017514963194810357
2027_14_0_2,2020,-0.007762500000002775,1.8297269019562173e-4,-0.01816396632113725
2027_14_0_3,2020,-0.007762500000002775,1.8443299238691776e-4,-0.018268246118171717
2027_14_1_1,2020,-0.008762500000002773,2.3119395227990316e-4,-0.022515754169692568
2027_14_1_2,2020,-0.009762500000002774,2.3717369830456202e-4,-0.023281030674668555
2027_14_1_3,2020,-0.009762500000002774,2.3860795052150675e-4,-0.02346130596075395
2027_14_2_1,2020,-0.012762500000002773,3.0478760845618414e-4,-0.0325792574420028
2027_14_2_2,2020,-0.013762500000002774,3.1475889440199355e-4,-0.03359668352216594
2027_14_2_3,2020,-0.013762500000002774,3.178770787611497e-4,-0.03381588317388749
2027_15_0_1,2020,-0.009762500000002774,2.3386477151595767e-4,-0.023069276630271234
2027_15_0_2,2020,-0.009762500000002774,2.4118464926159392e-4,-0.023814164638491547
2027_15_0_3,2020,-0.009762500000002774,2.4294798888367116e-4,-0.02396821830961352
2027_15_1_1,2020,-0.011762500000002774,2.899935436817672e-4,-0.02865057903566051
2027_15_1_2,2020,-0.012762500000002773,2.969296445447164e-4,-0.029673289842621096
2027_15_1_3,2020,-0.012762500000002773,2.985864225149293e-4,-0.029931517916765807
2027_15_2_1,2020,-0.016762500000002775,3.733236036362416e-4,-0.039638702218935236
2027_15_2_2,2020,-0.016762500000002775,3.8655624326297116e-4,-0.04084266792283421
2027_15_2_3,2020,-0.016762500000002775,3.8987407747748256e-4,-0.04118377659029296
rtw,2020,-0.027200000000001865,-3.0634864053575835e-4,-0.08892226658738593
rtw_ap,2020,-0.024200000000001866,5.714317870300946e-4,-0.05978583409882771
2025_10_0_1,2021,-0.0066906249999977236,1.136364944438452e-4,-0.017842419622902724
2025_10_0_2,2021,-0.007690624999997724,1.2122711609867325e-4,-0.018781257231824534
2025_10_0_3,2021,-0.007690624999997724,1.23322081152564e-4,-0.019067027888424383
2025_10_1_1,2021,-0.010690624999997723,2.853264058821505e-4,-0.027098211580273698
2025_10_1_2,2021,-0.011690624999997724,2.9092357343247106e-4,-0.028641311944794787
2025_10_1_3,2021,-0.011690624999997724,2.923783006257146e-4,-0.029048641583595318
2025_10_2_1,2021,-0.019690624999997724,5.501022520874273e-4,-0.04947596198938834
2025_10_2_2,2021,-0.020690624999997725,5.784798564573993e-4,-0.051737912944265385
2025_10_2_3,2021,-0.020690624999997725,5.846779845172569e-4,-0.052382927842828275
2025_11_0_1,2021,-0.01241875000000202,2.6325703934586264e-4,-0.03255188769643471
2025_11_0_2,2021,-0.013418750000002021,2.7719576210114694e-4,-0.03422782793354733
2025_11_0_3,2021,-0.013418750000002021,2.8094338364007167e-4,-0.034692215002534665
2025_11_1_1,2021,-0.01741875000000202,4.136970569035421e-4,-0.044613304856737125
2025_11_1_2,2021,-0.01841875000000202,4.3500175707032924e-4,-0.04687114133993545
2025_11_1_3,2021,-0.01841875000000202,4.4072582154150707e-4,-0.047382795944343234
2025_11_2_1,2021,-0.028418750000002022,7.674631256431383e-4,-0.06966896507477253
2025_11_2_2,2021,-0.02941875000000202,8.030906788855386e-4,-0.072598001085991
2025_11_2_3,2021,-0.02941875000000202,8.126398842715519e-4,-0.07345739702171623
2025_12_0_1,2021,-0.02241875000000202,-5.9942182129446984e-5,-0.07320911250511639
2025_12_0_2,2021,-0.02341875000000202,5.178880248211808e-4,-0.05955019398800166
2025_12_0_3,2021,-0.02341875000000202,5.240653881147648e-4,-0.06019655684219025
2025_12_1_1,2021,-0.028418750000002022,6.788554324864633e-4,-0.07141201473160311
2025_12_1_2,2021,-0.02941875000000202,7.08547792032986e-4,-0.0741095092467914
2025_12_1_3,2021,-0.02941875000000202,7.168717589977093e-4,-0.07485177161543043
2025_12_2_1,2021,-0.03941875000000202,0.0010718712372664095,-0.10064997204767173
2025_12_2_2,2021,-0.04141875000000202,0.0011159981033480486,-0.10402367250896216
2025_12_2_3,2021,-0.04141875000000202,0.0011283486443318864,-0.10490329392598012
2025_13_0_1,2021,-0.03941875000000202,8.34704718748197e-4,-0.09408887552410541
2025_13_0_2,2021,-0.04041875000000202,8.660706202183731e-4,-0.0974488289408822
2025_13_0_3,2021,-0.04141875000000202,8.743095498639446e-4,-0.09842746809605023
2025_13_1_1,2021,-0.04541875000000202,0.0010502438408335822,-0.11280308879530916
2025_13_1_2,2021,-0.04741875000000202,0.001089350376067382,-0.11614968188596171
2025_13_1_3,2021,-0.04841875000000202,0.0010996189343680622,-0.11703655318611114
2025_13_2_1,2021,-0.05841875000000202,0.0017046396041163127,-0.14519000945181987
2025_13_2_2,2021,-0.06041875000000202,0.0017516095979220718,-0.1497552396610244
2025_13_2_3,2021,-0.06141875000000202,0.0017636368339150818,-0.15095021926448496
2025_14_0_1,2021,-0.058871875000006624,0.001371486920811906,-0.1445039086267003
2025_14_0_2,2021,-0.060871875000006626,0.0014161186662288883,-0.14918190112323204
2025_14_0_3,2021,-0.061871875000006626,0.0014276633606790663,-0.15052268644725278
2025_14_1_1,2021,-0.06687187500000663,0.0016191068289486542,-0.16473196613475297
2025_14_1_2,2021,-0.06887187500000662,0.0016714577213207806,-0.1696583394156626
2025_14_1_3,2021,-0.06987187500000662,0.0016849958031963912,-0.17115323448776942
2025_14_2_1,2021,-0.08087187500000663,0.002283055408922503,-0.19959544737374688
2025_14_2_2,2021,-0.08387187500000662,0.0023393237144321522,-0.20578385890183667
2025_14_2_3,2021,-0.08387187500000662,0.002353745885250093,-0.2072949543828113
2025_15_0_1,2021,-0.08787187500000662,0.0021234853659052996,-0.21202174814792285
2025_15_0_2,2021,-0.08987187500000662,0.0021845552556117075,-0.2182140336863724
2025_15_0_3,2021,-0.09087187500000662,0.0022001850729593546,-0.21983013690709255
2025_15_1_1,2021,-0.09587187500000663,0.002404563277124326,-0.23488021456469615
2025_15_1_2,2021,-0.09887187500000663,0.0024733676097495674,-0.2409298902647601
2025_15_1_3,2021,-0.09987187500000662,0.002490974100648536,-0.24229155686641943
2025_15_2_1,2021,-0.11187187500000663,0.002930670591619747,-0.27227936149677623
2025_15_2_2,2021,-0.11487187500000663,0.003012701567915202,-0.27988892872496646
2025_15_2_3,2021,-0.11587187500000662,0.003033690884622148,-0.28161000477737885
2026_10_0_1,2021,-0.0046906249999977235,6.268913634019256e-5,-0.013236091080418124
2026_10_0_2,2021,-0.0046906249999977235,7.081550263813442e-5,-0.014067173919872248
2026_10_0_3,2021,-0.0056906249999977235,7.231857877012271e-5,-0.014290673693569048
2026_10_1_1,2021,-0.007690624999997724,2.029387148412682e-4,-0.02078320365417898
2026_10_1_2,2021,-0.008690624999997723,2.157773980988724e-4,-0.02199991082885499
2026_10_1_3,2021,-0.008690624999997723,2.195202323367522e-4,-0.02228154866644742
2026_10_2_1,2021,-0.015690624999997724,4.310952480755628e-4,-0.039578617758520694
2026_10_2_2,2021,-0.016690624999997725,4.4624247104740357e-4,-0.0409661466412503
2026_10_2_3,2021,-0.016690624999997725,4.502594413780224e-4,-0.0414109007989248
2026_11_0_1,2021,-0.009690624999997724,1.616307394637561e-4,-0.02463539354765249
2026_11_0_2,2021,-0.009690624999997724,1.6999964498018243e-4,-0.025917017913096436
2026_11_0_3,2021,-0.009690624999997724,1.9615754328110158e-4,-0.026295973213465322
2026_11_1_1,2021,-0.013690624999997724,3.0406351126810346e-4,-0.03416490683757703
2026_11_1_2,2021,-0.013690624999997724,3.197920422081581e-4,-0.035898352040248216
2026_11_1_3,2021,-0.014690624999997723,3.2391569587658837e-4,-0.036339953533541025
2026_11_2_1,2021,-0.021690624999997722,5.966725414517857e-4,-0.05532619226566402
2026_11_2_2,2021,-0.022690624999997723,6.24132067100128e-4,-0.05764668131278455
2026_11_2_3,2021,-0.023690624999997724,6.313235103841352e-4,-0.058199970335379325
2026_12_0_1,2021,-0.016418750000002022,3.293819672228795e-4,-0.04009657665885697
2026_12_0_2,2021,-0.016418750000002022,3.433820397732676e-4,-0.04176768260550895
2026_12_0_3,2021,-0.01741875000000202,3.4706435003460016e-4,-0.04221747393774411
2026_12_1_1,2021,-0.020418750000002022,4.7823255843105626e-4,-0.05240544125481869
2026_12_1_2,2021,-0.02141875000000202,4.982169105930173e-4,-0.05467637797299441
2026_12_1_3,2021,-0.02241875000000202,5.034702665990695e-4,-0.055350562140739884
2026_12_2_1,2021,-0.03041875000000202,8.057565242056643e-4,-0.076441965119706
2026_12_2_2,2021,-0.03141875000000202,8.372805648086727e-4,-0.07951062954644984
2026_12_2_3,2021,-0.03241875000000202,8.455582872672846e-4,-0.08031219364341106
2026_13_0_1,2021,-0.024418750000002022,5.468888088022e-4,-0.062814984808212
2026_13_0_2,2021,-0.02541875000000202,5.676052105301534e-4,-0.0652678778976587
2026_13_0_3,2021,-0.02541875000000202,5.728595479034912e-4,-0.06580532687955568
2026_13_1_1,2021,-0.02941875000000202,7.219945890058502e-4,-0.07682805729254953
2026_13_1_2,2021,-0.03141875000000202,7.490737440574074e-4,-0.079631176664779
2026_13_1_3,2021,-0.03141875000000202,7.559398858532276e-4,-0.08043396127918898
2026_13_2_1,2021,-0.04041875000000202,0.0010855688651691953,-0.10404585350976023
2026_13_2_2,2021,-0.04141875000000202,0.0011246712901898876,-0.10771676526456836
2026_13_2_3,2021,-0.04241875000000202,0.0011345630747915164,-0.10860286335873802
2026_14_0_1,2021,-0.03941875000000202,8.339909403758844e-4,-0.09533882603325133
2026_14_0_2,2021,-0.04041875000000202,8.613702506316985e-4,-0.0987200678740116
2026_14_0_3,2021,-0.04141875000000202,8.68245237682818e-4,-0.09959902109681748
2026_14_1_1,2021,-0.04541875000000202,0.0010356586641688684,-0.11257092322404604
2026_14_1_2,2021,-0.04741875000000202,0.0010694166861057463,-0.11602989401273435
2026_14_1_3,2021,-0.04741875000000202,0.0010778918912407243,-0.1171370747420757
2026_14_2_1,2021,-0.057418750000002024,0.0016443649560995129,-0.14112516849205814
2026_14_2_2,2021,-0.05941875000000202,0.0016840300010925852,-0.1452419962242733
2026_14_2_3,2021,-0.05941875000000202,0.0016939882008257183,-0.14636898847816388
2026_15_0_1,2021,-0.05787187500000662,0.0013302887425719406,-0.14331004425858185
2026_15_0_2,2021,-0.059871875000006625,0.001369574849357211,-0.14783119788788765
2026_15_0_3,2021,-0.059871875000006625,0.0013792146939222798,-0.14894634513430716
2026_15_1_1,2021,-0.06487187500000663,0.0015605071041310547,-0.16067725511735326
2026_15_1_2,2021,-0.06687187500000663,0.001606358760834113,-0.1652101465497029
2026_15_1_3,2021,-0.06787187500000663,0.0016176063686321723,-0.16648252338132447
2026_15_2_1,2021,-0.07787187500000663,0.0021745528851879288,-0.19232012342405944
2026_15_2_2,2021,-0.07987187500000663,0.0022219020312360537,-0.19777841954616854
2026_15_2_3,2021,-0.08087187500000663,0.002233436599941481,-0.19927935610254485
2027_10_0_1,2021,-0.0036906249999977235,3.2121871969951287e-7,-0.010353225668695013
2027_10_0_2,2021,-0.0036906249999977235,4.4995906910393834e-5,-0.011054089144631792
2027_10_0_3,2021,-0.0036906249999977235,4.594077960459129e-5,-0.011294879598070242
2027_10_1_1,2021,-0.0066906249999977236,1.4644308467078732e-4,-0.01660925143334578
2027_10_1_2,2021,-0.0066906249999977236,1.5495606709111238e-4,-0.017714312408858495
2027_10_1_3,2021,-0.0066906249999977236,1.5742394241088404e-4,-0.018011474871314815
2027_10_2_1,2021,-0.012690624999997723,3.5098521330998545e-4,-0.03281806536062836
2027_10_2_2,2021,-0.013690624999997724,3.6284424061445455e-4,-0.03411546251993664
2027_10_2_3,2021,-0.013690624999997724,3.658101207851415e-4,-0.034500212415547016
2027_11_0_1,2021,-0.0066906249999977236,1.2149448343773476e-4,-0.01887366424456872
2027_11_0_2,2021,-0.007690624999997724,1.2900973372914805e-4,-0.01985192689991997
2027_11_0_3,2021,-0.007690624999997724,1.310310873861358e-4,-0.020200383381464033
2027_11_1_1,2021,-0.010690624999997723,2.6253476715271134e-4,-0.0268744245885839
2027_11_1_2,2021,-0.010690624999997723,2.772837227884585e-4,-0.028082428280702006
2027_11_1_3,2021,-0.010690624999997723,2.812407788000143e-4,-0.028545484478390594
2027_11_2_1,2021,-0.017690624999997722,4.825447617144538e-4,-0.04517591563460744
2027_11_2_2,2021,-0.018690624999997723,5.052362825625933e-4,-0.04710306512825197
2027_11_2_3,2021,-0.018690624999997723,5.112741727502184e-4,-0.047673298858022135
2027_12_0_1,2021,-0.011690624999997724,2.3459506875073477e-4,-0.029561861982526465
2027_12_0_2,2021,-0.012690624999997723,2.449593261325394e-4,-0.03089393520490125
2027_12_0_3,2021,-0.012690624999997723,2.4761463771714754e-4,-0.031237089567349833
2027_12_1_1,2021,-0.015690624999997724,3.5810444539555837e-4,-0.03986940667210641
2027_12_1_2,2021,-0.016690624999997725,3.736308322117091e-4,-0.04162678141254911
2027_12_1_3,2021,-0.016690624999997725,3.7760598651226867e-4,-0.04217054676313678
2027_12_2_1,2021,-0.023690624999997724,6.409109481299372e-4,-0.060096115592536394
2027_12_2_2,2021,-0.024690624999997725,6.667474571045471e-4,-0.06258589468146607
2027_12_2_3,2021,-0.025690624999997722,6.733541571563342e-4,-0.06317798424410481
2027_13_0_1,2021,-0.01841875000000202,3.82889498648295e-4,-0.046093754204082266
2027_13_0_2,2021,-0.01941875000000202,3.9823190469308713e-4,-0.047907580035749894
2027_13_0_3,2021,-0.01941875000000202,4.019802856853583e-4,-0.04837430940819014
2027_13_1_1,2021,-0.02341875000000202,5.292556502738592e-4,-0.057742585393206904
2027_13_1_2,2021,-0.024418750000002022,5.502275971876087e-4,-0.06016890549473864
2027_13_1_3,2021,-0.024418750000002022,5.5535065112766e-4,-0.06069098564256911
2027_13_2_1,2021,-0.03241875000000202,8.410629210683282e-4,-0.08045285477368166
2027_13_2_2,2021,-0.03341875000000202,8.729480735980712e-4,-0.08341844894746556
2027_13_2_3,2021,-0.03341875000000202,8.807293993604019e-4,-0.08428669155152171
2027_14_0_1,2021,-0.02641875000000202,5.863353638260253e-4,-0.06628249466091486
2027_14_0_2,2021,-0.02741875000000202,6.063576917873105e-4,-0.06875128552228461
2027_14_0_3,2021,-0.02741875000000202,6.111970230835797e-4,-0.06944479512917358
2027_14_1_1,2021,-0.03141875000000202,7.572422666248715e-4,-0.0810708722198346
2027_14_1_2,2021,-0.03241875000000202,7.82898224438796e-4,-0.08394599466120911
2027_14_1_3,2021,-0.03341875000000202,7.890984716196841e-4,-0.08455311818609978
2027_14_2_1,2021,-0.04141875000000202,0.0010998784167299766,-0.10516663575922125
2027_14_2_2,2021,-0.04241875000000202,0.0011359452998943734,-0.10885611947274548
2027_14_2_3,2021,-0.04341875000000202,0.0011446532239423198,-0.10964910944729298
2027_15_0_1,2021,-0.04041875000000202,8.658335122361634e-4,-0.09914358771936159
2027_15_0_2,2021,-0.04241875000000202,8.929337694342044e-4,-0.10254205502398321
2027_15_0_3,2021,-0.04241875000000202,8.99462151320675e-4,-0.10347969683855318
2027_15_1_1,2021,-0.04641875000000202,0.0010588944353643415,-0.11574882827892215
2027_15_1_2,2021,-0.04841875000000202,0.0010918570117122864,-0.11955243951110985
2027_15_1_3,2021,-0.04841875000000202,0.001099796096687287,-0.12035668099687577
2027_15_2_1,2021,-0.057418750000002024,0.0016435309611090054,-0.14102991372850093
2027_15_2_2,2021,-0.05941875000000202,0.0016821485622439817,-0.1452057385516366
2027_15_2_3,2021,-0.06041875000000202,0.0016913732431606762,-0.1462461156455897
rtw,2021,-0.11687187500000662,-9.342649647864369e-4,-0.3474793271678652
rtw_ap,2021,-0.08487187500000662,0.0021820571292141696,-0.21128845946279826
2025_10_0_1,2022,-0.01273749999999839,2.0674834628027613e-4,-0.03726555768734442
2025_10_0_2,2022,-0.013737499999998392,2.2866159380127016e-4,-0.03955204510704898
2025_10_0_3,2022,-0.01473749999999839,2.3955873601808807e-4,-0.040070152271546554
2025_10_1_1,2022,-0.020737499999998393,5.612547877516933e-4,-0.05389452391878695
2025_10_1_2,2022,-0.02173749999999839,5.972818591450736e-4,-0.05685612664483037
2025_10_1_3,2022,-0.02173749999999839,6.073520879313829e-4,-0.05792309855917891
2025_10_2_1,2022,-0.03673749999999839,0.001245064800334874,-0.09580662861506654
2025_10_2_2,2022,-0.03873749999999839,0.0013099645008770367,-0.09962261195406939
2025_10_2_3,2022,-0.03873749999999839,0.0013282280260694128,-0.1007789826327721
2025_11_0_1,2022,-0.0281687499999955,7.245465405424104e-4,-0.0781034735440517
2025_11_0_2,2022,-0.029168749999995497,7.710096818334106e-4,-0.08200885937066538
2025_11_0_3,2022,-0.030168749999995498,7.836801102192467e-4,-0.08303789390624255
2025_11_1_1,2022,-0.0371687499999955,0.0010441628016384565,-0.09697057363182884
2025_11_1_2,2022,-0.0381687499999955,0.0010979354235196093,-0.10121956107762474
2025_11_1_3,2022,-0.0391687499999955,0.0011123828436673858,-0.10254778818993801
2025_11_2_1,2022,-0.0561687499999955,0.0018129701969092906,-0.14659839892776888
2025_11_2_2,2022,-0.058168749999995495,0.0018360582029677344,-0.15198120963015435
2025_11_2_3,2022,-0.059168749999995496,0.0018423884775282426,-0.15345906148604457
2025_12_0_1,2022,-0.0611687499999955,-1.5681326910255096e-4,-0.1890271716578472
2025_12_0_2,2022,-0.0631687499999955,0.0016830914784463163,-0.15922359210283468
2025_12_0_3,2022,-0.0641687499999955,0.0017031673771355901,-0.16102136113149498
2025_12_1_1,2022,-0.07116874999999549,0.001964995327055656,-0.17819463864090104
2025_12_1_2,2022,-0.0741687499999955,0.0020509419733754333,-0.18534070661697077
2025_12_1_3,2022,-0.0751687499999955,0.0020750362877250106,-0.1869334421553383
2025_12_2_1,2022,-0.0931687499999955,0.002716412020417341,-0.23115560565083001
2025_12_2_2,2022,-0.0971687499999955,0.0028282414503712668,-0.2395970003018674
2025_12_2_3,2022,-0.0981687499999955,0.0028595410662399724,-0.24177829383691452
2025_13_0_1,2022,-0.1061687499999955,0.0029957522587538586,-0.26267249124114905
2025_13_0_2,2022,-0.1111687499999955,0.0031083243672691305,-0.2730433541951993
2025_13_0_3,2022,-0.1121687499999955,0.0031378938563843355,-0.2758561580362345
2025_13_1_1,2022,-0.1191687499999955,0.003405805591557315,-0.29169026141754234
2025_13_1_2,2022,-0.1231687499999955,0.003532623051643532,-0.3026651607973478
2025_13_1_3,2022,-0.1251687499999955,0.0035659226644743297,-0.30603829498342816
2025_13_2_1,2022,-0.1431687499999955,0.00425367875386197,-0.354494705379671
2025_13_2_2,2022,-0.1481687499999955,0.004406039796383387,-0.36647314614949
2025_13_2_3,2022,-0.1501687499999955,0.004446002130598232,-0.3696033957172523
2025_14_0_1,2022,-0.1659999999999999,0.003569609328310151,-0.4067000265019538
2025_14_0_2,2022,-0.17199999999999988,0.003729098467511253,-0.4191022068193069
2025_14_0_3,2022,-0.17299999999999988,0.0037726843689983324,-0.4227178746766472
2025_14_1_1,2022,-0.17999999999999988,0.005019487436475558,-0.44005004683906523
2025_14_1_2,2022,-0.1859999999999999,0.0052519284656973595,-0.45577064666050104
2025_14_1_3,2022,-0.1879999999999999,0.005319253286100214,-0.4588852826771622
2025_14_2_1,2022,-0.20699999999999988,0.0061250054738952245,-0.5153046946912703
2025_14_2_2,2022,-0.21399999999999988,0.006317268866542737,-0.5323847074493617
2025_14_2_3,2022,-0.2159999999999999,0.006366964605311729,-0.5368188084809171
2025_15_0_1,2022,-0.2489999999999999,0.007277043093674826,-0.6103056635090371
2025_15_0_2,2022,-0.2559999999999999,0.0074863255432998255,-0.6246324006702048
2025_15_0_3,2022,-0.2579999999999999,0.007539887887647133,-0.6289232149486227
2025_15_1_1,2022,-0.2649999999999999,0.007811477528351212,-0.6502073306549978
2025_15_1_2,2022,-0.2719999999999999,0.008034995662919929,-0.6662429565978859
2025_15_1_3,2022,-0.2739999999999999,0.008092192206391596,-0.6703559570375286
2025_15_2_1,2022,-0.2949999999999999,0.008856847473148157,-0.7266840528562568
2025_15_2_2,2022,-0.3039999999999999,0.009104755186556755,-0.7428360938183372
2025_15_2_3,2022,-0.3059999999999999,0.009168187486717203,-0.7469629512269058
2026_10_0_1,2022,-0.00873749999999839,8.767734695533836e-5,-0.025400160050715163
2026_10_0_2,2022,-0.009737499999998392,1.259324846336644e-4,-0.027059510423973768
2026_10_0_3,2022,-0.009737499999998392,1.2814700222779673e-4,-0.02748418284241024
2026_10_1_1,2022,-0.01473749999999839,4.100168312749282e-4,-0.03926490679693932
2026_10_1_2,2022,-0.01573749999999839,4.359560722479614e-4,-0.04144308867327245
2026_10_1_3,2022,-0.01573749999999839,4.435180844318028e-4,-0.04202561664437638
2026_10_2_1,2022,-0.028737499999998393,8.774392946675466e-4,-0.07491405911087645
2026_10_2_2,2022,-0.02973749999999839,9.208166428711755e-4,-0.07735986777880459
2026_10_2_3,2022,-0.02973749999999839,9.325693514281962e-4,-0.07822724625063643
2026_11_0_1,2022,-0.019737499999998392,3.566880047052528e-4,-0.053595143477352294
2026_11_0_2,2022,-0.02173749999999839,3.751565721332343e-4,-0.0564648300800115
2026_11_0_3,2022,-0.02173749999999839,3.800196535493329e-4,-0.057206625443200446
2026_11_1_1,2022,-0.027737499999998392,7.444928803954377e-4,-0.07076520509444524
2026_11_1_2,2022,-0.028737499999998393,7.830038456050222e-4,-0.07425175818493793
2026_11_1_3,2022,-0.028737499999998393,7.931005217387653e-4,-0.07518873386236505
2026_11_2_1,2022,-0.04273749999999839,0.0012811147879656227,-0.11051207302291949
2026_11_2_2,2022,-0.04473749999999839,0.0013400730974816226,-0.11453648718388502
2026_11_2_3,2022,-0.04573749999999839,0.0013555138354038685,-0.11569058663206024
2026_12_0_1,2022,-0.0381687499999955,9.687944079256349e-4,-0.0992224628566935
2026_12_0_2,2022,-0.0401687499999955,0.0010099721084285637,-0.10350617309243865
2026_12_0_3,2022,-0.0401687499999955,0.001020802700095448,-0.10453798369265034
2026_12_1_1,2022,-0.0461687499999955,0.0012613022863239435,-0.11948115233669628
2026_12_1_2,2022,-0.0491687499999955,0.0013140095071691304,-0.12466562147841284
2026_12_1_3,2022,-0.0491687499999955,0.0013278648372266352,-0.1258485479900457
2026_12_2_1,2022,-0.0641687499999955,0.0018696883890369689,-0.16405034034259847
