option,year,employmentChange,lowEnd,highEnd
2026_12_2_2,2022,-0.0671687499999955,0.001942837201265426,-0.17084023359652858
2026_12_2_3,2022,-0.0671687499999955,0.0019620449409530377,-0.17263941666090193
2026_13_0_1,2022,-0.0671687499999955,0.0018227793952040362,-0.16883848418057637
2026_13_0_2,2022,-0.07016874999999549,0.0018918271241111027,-0.17593563852366623
2026_13_0_3,2022,-0.07116874999999549,0.0019093398209251912,-0.1777450950891825
2026_13_1_1,2022,-0.0771687499999955,0.002162045210089981,-0.19389315958643966
2026_13_1_2,2022,-0.0801687499999955,0.0022431349555867156,-0.2023394786535929
2026_13_1_3,2022,-0.0811687499999955,0.0022636959254436952,-0.20441317478932547
2026_13_2_1,2022,-0.0971687499999955,0.002849156161254278,-0.24386786915976366
2026_13_2_2,2022,-0.10116874999999549,0.0029517833816382418,-0.25300347094771086
2026_13_2_3,2022,-0.10216874999999549,0.0029777451054383607,-0.2554025417036104
2026_14_0_1,2022,-0.1071687499999955,0.0029931905107211986,-0.2661209029871313
2026_14_0_2,2022,-0.1111687499999955,0.0030914547575856296,-0.2748922631067376
2026_14_0_3,2022,-0.1121687499999955,0.003116129061593617,-0.2769643437419532
2026_14_1_1,2022,-0.1191687499999955,0.0033821160480019857,-0.29374523895651106
2026_14_1_2,2022,-0.1231687499999955,0.0034923584972679743,-0.30372832292251234
2026_14_1_3,2022,-0.1241687499999955,0.003520035692746392,-0.3062860497832299
2026_14_2_1,2022,-0.14116874999999549,0.004299878694144669,-0.3474114374041896
2026_14_2_2,2022,-0.1461687499999955,0.004425730539286287,-0.359543181284621
2026_14_2_3,2022,-0.1471687499999955,0.004458742406342178,-0.36298138679145636
2026_15_0_1,2022,-0.1619999999999999,0.003347740779266522,-0.40322227091464163
2026_15_0_2,2022,-0.1669999999999999,0.00349189918164372,-0.41418139493246864
2026_15_0_3,2022,-0.1679999999999999,0.003529716657040623,-0.41675507499469094
2026_15_1_1,2022,-0.17499999999999988,0.005016510977432641,-0.4311160119020336
2026_15_1_2,2022,-0.18099999999999988,0.0051639087935498856,-0.4435243574615223
2026_15_1_3,2022,-0.18199999999999988,0.005200066109232367,-0.4464268813213097
2026_15_2_1,2022,-0.1999999999999999,0.005863173679815769,-0.49250150288409866
2026_15_2_2,2022,-0.20599999999999988,0.0060314276985176255,-0.5078355850743631
2026_15_2_3,2022,-0.20799999999999988,0.006072682366145232,-0.5118168039947254
2027_10_0_1,2022,-0.0067374999999983915,3.032630531299663e-7,-0.018809600312199415
2027_10_0_2,2022,-0.0067374999999983915,4.45944524703017e-5,-0.01994039154529742
2027_10_0_3,2022,-0.0067374999999983915,4.634349120467803e-5,-0.020271713938313153
2027_10_1_1,2022,-0.011737499999998392,3.009953926801663e-4,-0.03070892956985856
2027_10_1_2,2022,-0.011737499999998392,3.218114046991393e-4,-0.03255971077126692
2027_10_1_3,2022,-0.011737499999998392,3.2707342384730013e-4,-0.03306361272096994
2027_10_2_1,2022,-0.023737499999998392,7.153847863385957e-4,-0.060739041237859476
2027_10_2_2,2022,-0.024737499999998393,7.525820724833612e-4,-0.06296458004009511
